date,polarity
2016-11-24,-70.0
2016-11-27,0.0
2016-11-28,43.75
2016-12-01,0.0
2016-12-05,0.0
2016-12-07,-21.666666666666668
2016-12-08,0.0
2016-12-10,0.0
2016-12-11,27.857142857142858
2016-12-17,-275.0
2016-12-18,10.0
2016-12-21,0.0
2016-12-22,-5.0
2016-12-23,80.95238095238095
2016-12-24,108.62103174603176
2016-12-25,-10.0
2016-12-27,4.545454545454545
2016-12-30,5.833333333333333
2016-12-31,-100.0
2017-01-05,-7.7777777777777795
2017-01-07,20.0
2017-01-08,38.207070707070706
2017-01-11,148.5
2017-01-12,170.58862433862436
2017-01-13,0.0
2017-01-14,64.44444444444444
2017-01-15,25.0
2017-01-16,210.0
2017-01-18,0.0
2017-01-19,29.772727272727273
2017-01-21,0.0
2017-01-22,-29.424603174603178
2017-01-23,-6.25
2017-01-24,129.16666666666669
2017-01-25,97.5
2017-01-26,0.0
2017-01-27,16.805555555555554
2017-01-28,-30.0
2017-01-29,102.19047619047619
2017-01-30,148.86784511784512
2017-01-31,0.0
2017-02-02,35.41666666666667
2017-02-03,0.0
2017-02-04,130.83333333333334
2017-02-05,849.7150072150073
2017-02-07,30.0
2017-02-08,5.0
2017-02-09,0.0
2017-02-10,35.0
2017-02-11,15.0
2017-02-15,195.0
2017-02-16,300.4761904761904
2017-02-17,33.83333333333333
2017-02-18,138.00529100529099
2017-02-19,53.57142857142857
2017-02-23,100.0
2017-02-24,110.26190476190476
2017-02-25,100.0
2017-02-27,65.0
2017-02-28,31.25
2017-03-02,65.0
2017-03-06,20.0
2017-03-10,7.222222222222223
2017-03-11,55.00000000000001
2017-03-12,251.8785714285714
2017-03-13,50.0
2017-03-14,-10.0
2017-03-16,152.04545454545456
2017-03-19,0.0
2017-03-22,0.0
2017-03-23,0.0
2017-03-24,827.4958513708515
2017-03-25,56.81818181818181
2017-03-28,21.0
2017-03-29,-10.0
2017-03-30,-15.0
2017-03-31,228.00595238095235
2017-04-01,11.333333333333329
2017-04-02,31.25
2017-04-03,-16.666666666666664
2017-04-05,0.0
2017-04-06,0.0
2017-04-07,25.0
2017-04-12,85.0
2017-04-13,30.000000000000004
2017-04-17,30.0
2017-04-18,-15.0
2017-04-19,0.0
2017-04-20,8.5
2017-04-23,16.25
2017-04-24,122.50000000000001
2017-04-27,16.666666666666664
2017-04-28,-137.5
2017-04-29,90.0
2017-04-30,0.0
2017-05-01,26.703703703703695
2017-05-02,35.416666666666664
2017-05-04,85.0
2017-05-05,111.66666666666667
2017-05-07,47.5
2017-05-08,20.0
2017-05-10,255.66666666666669
2017-05-11,45.0
2017-05-12,-166.25
2017-05-13,40.0
2017-05-14,0.0
2017-05-16,106.96969696969697
2017-05-17,-16.38888888888889
2017-05-18,0.0
2017-05-19,65.0
2017-05-20,33.333333333333336
2017-05-21,0.0
2017-05-22,309.27326839826844
2017-05-23,43.88167388167388
2017-05-24,138.26719576719574
2017-05-25,12.5
2017-05-26,3.3333333333333335
2017-05-28,25.0
2017-05-29,10.0
2017-05-31,132.5
